381,20200101,20200113,20200108,16942,7,SO46700,1,1000.4375
375,20200101,20200113,20200108,15114,8,SO46701,1,2181.5625
369,20200101,20200113,20200108,15116,8,SO46702,1,2443.35
337,20200101,20200113,20200108,20576,10,SO46703,1,782.99
370,20200101,20200113,20200108,13059,4,SO46704,1,2443.35
370,20200101,20200113,20200108,13085,1,SO46705,1,2443.35
352,20200101,20200113,20200108,20186,6,SO46706,1,2071.4196
337,20200101,20200113,20200108,15199,4,SO46707,1,782.99
377,20200101,20200113,20200108,21200,9,SO46708,1,2181.5625
387,20200102,20200114,20200109,19172,10,SO46709,1,1000.4375
356,20200102,20200114,20200109,11484,8,SO46710,1,2071.4196
369,20200102,20200114,20200109,13592,7,SO46711,1,2443.35
373,20200102,20200114,20200109,13779,7,SO46712,1,2181.5625
371,20200102,20200114,20200109,24778,6,SO46713,1,2181.5625
368,20200102,20200114,20200109,13093,1,SO46714,1,2443.35
375,20200102,20200114,20200109,24976,6,SO46715,1,2181.5625
375,20200102,20200114,20200109,25046,6,SO46716,1,2181.5625
368,20200102,20200114,20200109,25048,6,SO46717,1,2443.35
360,20200102,20200114,20200109,12570,9,SO46718,1,2049.0982
362,20200103,20200115,20200110,11604,10,SO46719,1,2049.0982
371,20200103,20200115,20200110,13667,7,SO46720,1,2181.5625
370,20200103,20200115,20200110,16046,10,SO46721,1,2443.35
385,20200103,20200115,20200110,17095,7,SO46722,1,1000.4375
368,20200103,20200115,20200110,12918,4,SO46723,1,2443.35
368,20200103,20200115,20200110,28663,6,SO46724,1,2443.35
369,20200103,20200115,20200110,21191,9,SO46725,1,2443.35
373,20200103,20200115,20200110,20999,9,SO46726,1,2181.5625
370,20200103,20200115,20200110,21002,9,SO46727,1,2443.35
358,20200103,20200115,20200110,12354,9,SO46728,1,2049.0982
321,20200103,20200115,20200110,26019,9,SO46729,1,782.99
379,20200104,20200116,20200111,15100,8,SO46730,1,2181.5625
371,20200104,20200116,20200111,15101,8,SO46731,1,2181.5625
385,20200104,20200116,20200111,13992,4,SO46732,1,1000.4375
375,20200104,20200116,20200111,24781,6,SO46733,1,2181.5625
375,20200104,20200116,20200111,13060,4,SO46734,1,2181.5625
371,20200104,20200116,20200111,13226,1,SO46735,1,2181.5625
360,20200104,20200116,20200111,12341,9,SO46736,1,2049.0982
354,20200104,20200116,20200111,12346,9,SO46737,1,2071.4196
362,20200104,20200116,20200111,12576,9,SO46738,1,2049.0982
373,20200105,20200117,20200112,15699,10,SO46739,1,2181.5625
379,20200105,20200117,20200112,12980,1,SO46740,1,2181.5625
370,20200105,20200117,20200112,28766,6,SO46741,1,2443.35
358,20200105,20200117,20200112,20206,6,SO46742,1,2049.0982
373,20200105,20200117,20200112,21183,9,SO46743,1,2181.5625
370,20200105,20200117,20200112,21199,9,SO46744,1,2443.35
369,20200106,20200118,20200113,13056,1,SO46745,1,2443.35
368,20200106,20200118,20200113,13057,4,SO46746,1,2443.35
360,20200106,20200118,20200113,26127,1,SO46747,1,2049.0982
360,20200106,20200118,20200113,26252,4,SO46748,1,2049.0982
354,20200106,20200118,20200113,12350,9,SO46749,1,2071.4196
377,20200107,20200119,20200114,16054,10,SO46750,1,2181.5625
377,20200107,20200119,20200114,12934,4,SO46751,1,2181.5625
343,20200107,20200119,20200114,19931,8,SO46752,1,782.99
379,20200107,20200119,20200114,21215,9,SO46753,1,2181.5625
321,20200107,20200119,20200114,25958,9,SO46754,1,782.99
343,20200107,20200119,20200114,26023,9,SO46755,1,782.99
383,20200107,20200119,20200114,13993,4,SO46756,1,1000.4375
354,20200108,20200120,20200115,26174,1,SO46757,1,2071.4196
387,20200108,20200120,20200115,18130,8,SO46758,1,1000.4375
373,20200108,20200120,20200115,16033,10,SO46759,1,2181.5625
387,20200108,20200120,20200115,13986,4,SO46760,1,1000.4375
325,20200108,20200120,20200115,19924,8,SO46761,1,782.99
368,20200108,20200120,20200115,13063,1,SO46762,1,2443.35
375,20200108,20200120,20200115,13202,4,SO46763,1,2181.5625
360,20200108,20200120,20200115,26238,4,SO46764,1,2049.0982
333,20200108,20200120,20200115,15191,4,SO46765,1,782.99
369,20200108,20200120,20200115,21216,9,SO46766,1,2443.35
362,20200108,20200120,20200115,12573,9,SO46767,1,2049.0982
339,20200108,20200120,20200115,26020,9,SO46768,1,782.99
377,20200109,20200121,20200116,15702,10,SO46769,1,2181.5625
370,20200109,20200121,20200116,15357,8,SO46770,1,2443.35
377,20200109,20200121,20200116,13068,4,SO46771,1,2181.5625
